job_title,job_description,requirements,benefits
nhân viên phiên dịch tiếng hàn (thu nhập 10-15 triệu / tháng),"phiên dịch trao đổi công việc hàng ngày giữa quản lý hàn quốc với công nhân viên và ngược lại. các công việc khác theo sự phân công của cấp trên. kỹ năng nghe, nói tiếng hàn tốt. chấp nhận ứng viên đi xuất khẩu lao động về sử dụng tiếng hàn tốt. địa chỉ làm việc:lô cn5 cụm cn cầu yên, phường ninh phong, thành phố ninh bình","kỹ năng nghe, nói tiếng hàn tốt. không yêu cầu bằng cấp , ưu tiên ứng viên đã có kinh nghiệm","mức lương thỏa thuận theo năng lực. các chế độ khác theo luật lao động. môi trường làm việc năng động, sáng tạo"
nhân viên qc (nguyên vật liệu),"kiểm soát chất lượng nguyên vật liệu đầu vào - xử lí hàng trả về - lên kế hoạch, mục tiêu cho công việc - kiểm soát chất lượng nguyên vật liệu mới - sáng kiến, cải tiến nhằm nâng cao hiệu quả sản xuất và những công việc khác được giao - đảm bảo tất cả các yếu tố có liên quan, ảnh hưởng đến chất lượng nguyên vật liệu đầu vào được kiểm tra, giám sát chặt chẽ","tốt nghiệp chuyên ngành hóa học, sinh học, dược - có kinh nghiệm trong việc xây dựng quy trình hệ thống quản lý chất lượng (iso, gmp, ...) là lợi thế - chịu khó trong công việc, ham học hỏi","lương 7 - 11 triệu/tháng (theo năng lực) - được hưởng các quyền lợi và chế độ theo luật quy định (các ngày nghỉ lễ, bhxh, bhyt…); - thưởng lễ, tết, các chế độ đãi ngộ dành cho người thân, du lịch hàng năm - cơ hội thăng tiến cao, tăng lương theo thâm niên - làm việc trong môi trường năng động và chuyên nghiệp"
chuyên viên tuyển dụng thu nhập 10-15 triệu,"tiếp nhận yêu cầu từ các phòng ban và lên kế hoạch tuyển dụng theo tuần, theo tháng, theo quý. - quản lý các kênh tuyển dụng. - chịu trách nhiệm sàn lọc hồ sơ và chọn ứng viên phù hợp với yêu cầu công việc. - duy trì và phát triển hệ thống dữ liệu thông tin ứng viên. - làm việc với các phòng ban nhằm cập nhật thông tin tuyển dụng và đảm bảo tiến trình tuyển dụng. - các công tác sau tuyển dụng: hướng dẫn thủ tục nhận việc, hoàn thành hồ sơ nhân viên mới và hoàn tất đánh giá phỏng vấn. - báo báo tình hình tuyển dụng hàng tuần, hàng tháng cho trưởng phòng nhân sự.","1. kiến thức - am hiểu về lĩnh vực tuyển dụng nói riêng và lĩnh vực nhân sự nói chung, am hiểu về luật lao động. - ưu tiên ứng viên có kinh nghiệm làm việc trong mảng tuyển dụng, đặc biệt là recruit mass. - có kiến thức về truyền thông, marketing là một lợi thế. - có kiến thức tâm lý học (tính cách, tâm lý, mức độ phù hợp của ứng viên). - yêu cầu tiếng anh tương đương bằng b trở lên. 2. kỹ năng - kỹ năng tổ chức, quản lý, phối hợp công việc và xử lý các vấn đề phát sinh tốt. - lập kế hoạch tốt và chủ động trong công việc. - sử dụng vi tính thành thạo: word, excel, powerpoint, outlook. 3. thái độ - tính cách - nhiệt tình trong công việc, có tinh thần trách nhiệm cao. - có khả năng chịu được áp lực công việc. - yêu thích công việc tuyển dụng. - vui vẻ, hòa đồng, cẩn thận và tỉ mỉ. - tuổi từ 27 trở lên","lương: 10,000,000 - 15,000,000 vnd + phụ cấp (cơm trưa + thẻ gửi xe). - được hưởng chế độ bảo hiểm xã hội theo quy định. - được hưởng phép tháng, phép năm. - được hưởng lương tháng 13. - môi trường làm việc năng động và hòa đồng. - thời gian làm việc: thứ 2 - thứ 6 (08h30 - 17h30) - nơi làm việc: [hal group] công ty cp trường xuân việt (tòa nhà paragon, lầu 8) _03 nguyễn lương bằng, p. tân phú, quận 7"
kỹ sư điện công nghiệp (m&e),"khảo sát để vẽ hiện trạng hệ thống điện của nhà máy. thiết kế bản vẽ để báo giá. bốc tách khối lượng, vật tư để thi công biết sửa chữa khắc phục các sự cố về điện của nhà máy. biết chuẩn đoán, phán đoán các nguy cơ có thể xảy ra về điện của nhà máy. giám sát/ trực tiếp thi công hoặc hỗ trợ thi công khi cần thiết làm việc có sự hỗ trợ và hướng dẫn từ trưởng bộ phận","ưu tiên tốt nghiệp trung cấp, cao đẳng chuyên ngành điện công nghiệp. không yêu cầu bằng cấp. có sức khỏe, nhanh nhẹn, trung thực. làm việc trong tp và các tỉnh thành lân cận. công ty lo chỗ ở khi đi tỉnh. có thể đi công trình trong nước và nước ngoài làm việc có sự hỗ trợ và hướng dẫn từ trưởng bộ phận tốt nghiệp đại học các chuyên ngành: điện công nghiệp... và các chuyên ngành liên quan. ít nhất 2 năm kinh nghiệm ở vị trí tương đương sử dụng thành thạo tin học văn phòng (word, excel…) sử dụng thành thạo phần mềm chuyên dụng thiết kế 2d (autocad) khả năng giao tiếp tốt, giải quyết vấn đề linh hoạt. kỹ năng làm việc nhóm. kỹ năng lập kế hoạch.","thưởng lễ, tết & theo quy định của pháp luật việt nam và quy định của công ty có chế độ nghỉ phép đóng đầy đủ bhxh theo quy định."
người lập kế hoạch sản xuất,"– theo dõi, lập kế hoạch sản xuất – theo dõi thông tin nguyên vật liệu, thành phẩm sản xuất – kiểm tra báo cáo của các bộ phận – làm các báo cáo theo yêu cầu của cấp trên – hỗ trợ công việc của các phòng ban khác nếu có","tốt nghiệp cao đẳng, đại học trở lên. - thành thạo tin học văn phòng - có kinh nghiệm vị trí tương đương","– mức lương thỏa thuận – môi trường làm việc dân chủ, hiện đại, chuyên nghiệp, có cơ hội thăng tiến và ổn định lâu dài. – bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật lao động – được hưởng các quyền lợi khác theo chính sách của công ty thời gian làm việc: - từ thứ 2 đến thứ 7 hàng tuần (từ 7h30- 16h30)"
nhân viên kế toán thuế đi làm ngay,"• trực tiếp xử lý và hạch toán các nghiệp vụ kế toán; • theo dõi và quản lý các tài khoản ngân hàng, thực hiện giao dịch với ngân hàng; • theo dõi, kiểm tra và kiểm soát tất cả các khoản thanh toán trước khi thực hiện; • kiểm tra, đối chiếu số liệu, sổ sách thu – chi; • kiểm tra, định khoản nghiệp vụ phát sinh; • hạch toán, quyết toán thu nhập, chi phí, khấu hao, tscđ, công nợ, thuế gtgt và báo cáo thuế; • theo dõi kiểm tra tất cả các hóa đơn khai thuế hàng tháng; • hạch toán nghiệp vụ phát sinh, chứng từ, sổ sách kế toán trên phần mềm; • đảm bảo tất cả các vấn đề thuế được xử lý đúng và phù hợp với quy định hiện hành; • lập báo cáo tài chính theo từng quý, 6 tháng, năm và các báo cáo giải trình chi tiết. nộp báo cáo thuế và tncn theo quý theo qui định/yêu cầu của cơ quan quản lý nhà nước; • thực hiện nhiệm vụ khác theo sự phân công của giám đốc.","• có ít nhất 02 năm kinh nghiệm ở vị trí tương đương; • tốt nghiệp trung cấp, cao đẳng, đại học chuyên ngành: kế toán, kiểm toán, tài chính ngân hàng hoặc các chuyên ngành liên quan; • trung thực, cẩn thận, nhiệt tình và chủ động trong công việc","mức lương chính : 10.000.000đ -13.000.000đ phụ cấp ăn ca : 30.000đ/ ngày - ngay sau khi kết thúc thời gian thử việc, công ty cam kết đảm bảo đủ quyền lợi của người lao động theo quy định pl hiện hành ( tham gia bhxh, yt, tn) - được nghỉ ngày chủ nhật và các ngày lễ theo quy định - thưởng lễ, tết, hiệu quả công việc theo kq kinh doanh công ty."
nhân viên bán hàng hisense [ thái nguyên],"ca xoay theo quản lý sắp xếp, phù hợp với siêu thị: 8h - 16h, 9h- 17h, 13h-21h - nghỉ 1 ngày/tuần (trừ thứ 6,7 và chủ nhật) - chịu trách nhiệm trưng bày sản phẩm, vệ sinh khu vực làm việc, kiểm soát được sản phẩm tồn tại cửa hàng - giới thiệu và quản bá sản phẩm đến khách hàng - tư vấn và thuyết phục khách mua hàng - giải quyết những khiếu nại của khách hàng về sản phẩm - ghi nhận thông tin bán hàng, cập nhật những thay đổi của thị trường với quản lý cấp trên - hỗ trợ công việc khác tại tại shop, xây dựng mối quan hệ với nhân viên của shop - hoàn thành chỉ tiêu bán hàng và báo cáo công việc cuối ngày đến quản lý ""","nam từ 1m65 trở lên, nữ từ 1m58 trở lên, ngoại hình đẹp cân đối - tốt nghiệp thpt trở lên (đã nhận bằng) - có kinh nghiệm bán hàng trong lĩnh vực điện máy , điện tử, công nghệ, điện thoại - nhanh nhẹn, giao tiếp tốt, ứng xử và giải quyết tình huống tốt - nam/nữ từ: 18 - 28 tuổi","thử việc 2 tháng, hưởng đủ 100% lương và thưởng thực đạt - tham gia bhxh, bhyt, bhtn sau 2 tháng thử việc - sau thử việc ký hợp đồng với công ty greenspeed (công ty tuyển dụng và quản lý nhân sự cho hisense)"
nhân viên it,"quản trị hệ thống mạng: quản lý, vận hành hệ thống mạng nội bộ và internet, triển khai lắp đặt, nâng cấp hạ tầng khi có yêu cầu, xử lý các sự cố về mạng lan và internet. - quản trị hệ thống server máy chủ: quản lý, nâng cấp, khắc phục sự cố, bảo hành bảo trì hệ thống máy chủ server định kỳ,... - sửa chữa và khắc phục sự cố: hệ thống chấm công tay, camera, thiết bị văn phòng, hỗ trợ cài đặt phần mềm,... - quản lý dữ liệu, email: phân quyền sử dụng và back up thường xuyên dữ liệu cho người dùng, quản lý hệ thống email nội bộ. - quản trị website, facebook, tiktok, fanpage: lưu trữ thông tin tên miền, đơn vị cung cấp tiên miền, định kỳ xem xét lại nội dung website, yêu cầu các phòng ban update thông tin sản phẩm.","tốt nghiệp đại học, cao đẳng chuyên ngành cntt. - kinh nghiệm tối thiểu 2 năm. - có kiến thức cơ bản về nghiệp vụ hệ thống mạng. - nhiệt tình và có trách nhiệm trong công việc. - có kỷ luật bản thân, có khát vọng thành công và thăng tiến trong sự nghiệp. - có mong muốn gắn bó lâu dài với công ty.","lương: 10 - 15 triệu - thưởng hấp dẫn bao gồm: thưởng lễ tết + thưởng lương tháng thứ 13, thưởng cuối năm dựa trên hiệu quả công việc - tham gia đầy đủ bhxh, bhyt, bhtnlđ & bnn, bhtn, bh pvi care khi ký hđlđ chính thức - các chế độ, chính sách khác theo quy định của công ty: hiếu hỉ, sinh nhật cá nhân, du lịch hàng năm và các hoạt động tập thể do công ty tổ chức… - cơ hội thăng tiến, phát triển nghề nghiệp theo năng lực không giới hạn - các chế độ phúc lợi khác theo quy định của công ty"
nhân viên bảo vệ,"đảm bảo an ninh trật tự tại các khu đô thị của vinhomes đảm bảo hỗ trợ tốt nhất cho cư dân tại khu đô thị vinhomes thời gian làm việc: theo ca 8h/ngày; 6 ngày/tuần. địa điểm làm việc: vinhomes ocean park 1, đa tốn, gia lâm, hà nội vinhomes ocean park 2, nghĩa trụ, văn giang, hưng yên vinhomes ocean park 3 the crown, văn giang, hưng yên","nam, độ tuổi từ 18 - 45 tuổi. tốt nghiệp thcs trở lên. chiều cao từ 1m65, cân nặng từ 55kg trở lên sức khỏe tốt, không dị tật, không cận thị, không hình xăm lộ ra ngoài. không tiền án tiền sự, không dương tính với ma túy đáp ứng được thời gian làm việc xoay ca ưu tiên ứng viên đã có kinh nghiệm bảo vệ làm việc tại các tòa nhà văn phòng, khách sạn, nhà hàng… ưu tiên ứng viên là bộ đội/công an xuất ngũ","mức thu nhập hấp dẫn phụ cấp nhà ở/đi lại (theo chính sách) nhân viên được hưởng đầy đủ chế độ bhxh, bhyt, bhtn sau khi ký hợp đồng lao động chính thức. ứng viên được cấp đồng phụckhi vào làm việc. nhân viên được đào tạo, nâng cao trình độ chuyên môn, được làm việc trong môi trường chuyên nghiệp, năng động và văn minh. lương, thưởng và các chế độ phúc lợi, đãi ngộ hấp dẫn; được đặc biệt ưu đãi khi sử dụng các hệ thống dịch vụ cao cấp của tập đoàn vingroup như:vinmec, vinschool...; được ký hđlđ chính thức sau thời gian học việc theo quy định."
nhân viên kế toán - đi làm ngay,"thực hiện phát hành hóa đơn gtgt. tiếp nhận, kiểm tra, kiếm soát chứng từ kế toán và thực hiện ghi chép, phản ánh chính xác, kịp thời, đầy đủ các nghiệp vụ kinh tế phát sinh theo quy định của kế toán và các chế độ, chính sách thuế hiện hành. theo dõi công nợ thành theo dõi tạm ứng, hoàn ứng. thực hiện các công việc khác và báo cáo theo yêu cầu của trưởng phòng kế toán. chi tiết sẽ trao đổi cụ thể trong quá trình phỏng vấn","tốt nghiệp đại học hoặc cao đẳng chuyên ngành về tài chính kế toán (ưu tiên ứng viên đã có kinh nghiệm). có khả năng làm việc độc lập, năng động, nhiệt tình, có trách nhiệm chủ động và có khả năng chịu được áp lực công việc cao. thành thạo tin học văn phòng, biết tiếng anh là một lợi thế. tuổi 23 - 29","được đóng bhxh, bhyt, bhtn và được hưởng các chính sách theo luật lao động của việt nam - mức lương sẽ thỏa thuận trong quá trình phỏng vấn - thưởng theo kết quả kinh doanh tương xứng với năng lực nếu hoàn thành"
nhân viên quản lý khu vực bán hàng,1. bán hàng bán hàng và chăm sóc khách hàng trong khu vực được giao triển khai đúng chương trình bán hàng cho khách sỉ và lẻ phát triển doanh số và điểm bán mới thực hiện đúng các nghĩa vụ hành chính 2. dịch vụ khách hàng không để khách hàng phàn nàn về thái độ phục vụ hướng dẫn và hỗ trợ các đại lý mới gia tăng doanh số,tốt nghiệp thpt trở lên sử dụng thành thạo phone di động có kinh nghiệm về bán hàng fmcg là một lợi thế có xe máy di chuyển bán hàng,"lương cứng + hoa hồng từ bán hàng + hoa hồng từ quản lý điểm bán hỗ trợ đầy đủ công cụ bán hàng từ đồng phục, dụng cụ, công nghệ quản lý … đảm bảo thu nhập từ tháng đầu tiên (10 triệu) dưới 10 triệu công ty bù thu nhập có thể lên trên 50tr/tháng vì không có cận trên, càng siêng năng thu nhập càng cao"
nhân viên kinh doanh online,"sản phẩm: đồ gia dụng, mỹ phẩm nhập khẩu 100 % hàn quốc tìm kiếm khách hàng trên các nền tảng mạng xã hội. tư vấn về dịch vụ, sản phẩm cho khách hàng. chốt đơn hàng online. chăm sóc, duy trì mối quan hệ với khách hàng cũ.","đã có kinh nghiệm sale. có khả năng giao tiếp tốt. là người có trách nhiệm, chủ động trong công việc. có laptop cá nhân, phương tiện đi lại.","lương cứng: 6 - 8 tr/tháng (có thể thỏa thuận) + % doanh thu. part time: 3 - 4 tr/tháng (tùy vào kinh nghiệm) + % doanh thu tham gia bhxh và các chế độ nghỉ lễ, tết khác. văn phòng mới, rộng rãi, làm việc thoải mái. môi trường trẻ trung, 9x, 2k. được cấp điện thoại làm việc. mặt hàng sạch, dễ chốt đơn. thời gian làm việc: ca sáng: 8h00 - 12h00; ca chiều 13h00 - 17h00 từ thứ 2 - thứ 7."
nhân viên booking (koc / kol),"mô tả công việc - phối hợp với team nhằm xây dựng và triển khai chiến lược truyền thông (chủ yếu trên tiktok) nhằm phát triển thương hiệu - tìm kiếm, đánh giá và lựa chọn kol/koc phù hợp với định hướng thương hiệu (các lĩnh vực như gia dụng, mỹ phẩm, nhà cửa, đời sống) - có phần mềm hỗ trợ công việc - thương lượng, đàm phán và kí kết hợp đồng hợp tác với kol/koc - quản lý và chăm sóc kol/koc trong quá trình triển khai các chiến dịch, theo dõi tiến độ và đảm bảo influencer hoàn thành kpi - phối hợp với team ads, marketing nhằm đánh giá hiệu quả chiến dịch và làm báo cáo định kỳ - theo dõi xu hướng thị trường, cập nhật kol/koc tiềm năng và đề xuất giải pháp truyền thông thích hợp","ưu tiên sinh viên đại học/ cao đẳng chuyên ngành marketing, truyền thông,… và các chuyên ngành có liên quan - có tư duy tốt về marketing, định hướng làm việc lâu dài - ưu tiên ứng viên đã có kinh nghiệm - có kỹ năng giao tiếp, thương lượng, đàm phán - chăm chỉ, chủ động, có tư duy và có khả năng nắm bắt xu hướng trên tiktok - có khả năng lập kế hoạch, quản lý thời gian tốt","thu nhập: lc (8 triệu/tháng) + pc (2 triệu/tháng) + thưởng nóng được hướng dẫn, đào tạo bài bản nếu chưa có kinh nghiệm đóng bhxh, nghỉ lễ tết, nghỉ phép theo quy định môi trường làm việc trẻ trung, năng động, khuyến khích sáng tạo và phát triển cá nhân được tăng lương định kỳ môi trường làm việc trẻ trung, năng động, thăng tiến cao"
nhân viên sản xuất,"cần nhiều nhiều cộng tác viên trên mọi tỉnh : bắc ninh, bắc giang, cao bằng, bắc kạn ,hà giang, lai châu , sơn la, lạng sơn , tuyên quang , lào cai , yên bái ......... chiết khấu tận máu , nói chung là khá cao ✌️ công việc tuyển công nhân nam nữ làm tại các kcn bắc ninh, quế võ 1,2,3 bắc giang lh nhận thông tin chi tiết 0869536933","k yêu cầu kinh nghiệm, được đào tạo miễn phí","hoa hồng cao, tuyển được nhiều có thưởng thêm"
quận 1 - nhân viên bán hàng thời trang,"tư vấn bán hàng các sản phẩm quần áo thời trang - sắp xếp, trưng bày sản phẩm, vệ sinh quầy kệ - kiểm đếm số lượng hàng hóa tại cửa hàng theo yêu cầu cửa hàng trưởng/ giám sát/ quản lí",tốt nghiệp thpt trở lên - trung thực và có trách nhiệm trong công việc - độ tuổi : 18 - 30 tuổi,"quyền lợi: - thu nhập: trao đổi khi phỏng vấn,. - các chế độ: + bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo quy định của pháp luật, bảo hiểm sinh mạng. + thưởng ngày lễ, tết và các chế độ phúc lợi khác sẽ được trao đổi trực tiếp khi phỏng vấn."
kỹ thuật viên sửa chữa điện thoại,"thực hiện công tác sửa chữa bảo hành điện thoại di động; - phối hợp với tiếp tân/điều phối thẩm định chính xác tình trạng máy, thiết bị của khách hàng khi nhận bảo hành, sửa chữa (tình trạng, nguyên nhân lỗi,…); - thực hiện việc sửa chữa điện thoại đảm bảo tiến độ, chất lượng","nam: từ 20 đến 30 tuổi; - trình độ chuyên môn/ bằng cấp: tốt nghiệp trung cấp trở lên các ngành kỹ thuật, điện tử,… - có khả năng làm việc độc lập, chủ động; - chịu được áp lực công việc cao và tinh thần trách nhiệm cao; - kỹ năng làm việc theo nhóm tốt; - cẩn thận, trung thực, tỉ mỉ.","lương từ 8-12 triệu/tháng - lương tháng 13, thưởng cuối năm. - được tham gia bhxh, bhyt, bhtn đầy đủ theo quy định của pháp luật. - được làm việc trong môi trường trẻ trung, năng động và linh hoạt. - được training, học hỏi và phát triển bản thân, môi trường làm việc có nhiều cơ hội thăng tiến"
nhân viên it - quản lý web,"chịu trách nhiệm cập nhật sản phẩm của công ty lên website (hình ảnh và thông tin cần đạt mức chuẩn mực và chính xác). - đảm bảo hệ thống website chạy ổn định không gặp lỗi - phát triển, cài các tính năng mới cho website - quản trị hệ cơ sở dữ liệu - cập nhập tin tức lên website (tin tức tại chuyên mục tin thương hiệu, tin khuyến mại…) - chịu trách nhiệm làm việc với các đối tác online (ngân lượng…). - hỗ trợ theo dõi seo của website. - chịu trách nhiệm về hiệu quả phát triển của từng site - thống kê và báo cáo chất lượng website từ đó đưa ra đề xuất sao cho phù hợp với tình hình thực tế và đạt được mục tiêu đặt ra.","có tinh thần học hỏi, làm việc độc lập và theo nhóm - kỹ năng: quản trị website/ seo / quản trị website wordpress & php / hosting linux / google adwords / - có kinh nghiệm làm việc với các hệ quản trị sql server - tối ưu hóa công cụ tiềm kiếm kỹ thuật (seo) - chiến lực nội dung quản trị website - có kiến thức cơ bản tốt về: lập trình hướng đối tượng - biết thiết kế ấn phẩm cho du lịch (được ưu tiên)","lương theo thỏa thuận và các khoản thưởng theo doanh số đạt được - thưởng lễ, tết theo qui định công ty - phép, hiếu hỷ, lễ tết, tháng 13 - có cơ hội thăng tiến - cơ hội đi công tác trong và ngoài nước - được tham gia du lịch nghỉ mát thường niên - được đào tạo tất cả nghiệp vụ, hướng dẫn chi tiết công việc - được hưởng đầy đủ chế độ làm việc tốt nhất."
"tân bình, tân phú - nhân viên kinh doanh – thu nhập từ 10 – 20 triệu","tìm kiếm thông tin, tiếp cận các khách hàng tiềm năng. tư vấn, giải thích cho khách hàng về dịch vụ internet, truyền hình, camera do fpt telecom đang cung cấp. thực hiện các thủ tục ký kết hợp đồng với khách hàng. tạo ra những tương tác, trải nghiệm cá nhân hóa tới người dùng/ khách hàng trên các điểm tiếp xúc, các kênh tiếp xúc online/ offline.","nam, tuổi từ 20 - 30 tốt nghiệp t rung cấp trở lên, tất cả các chuyên ngành. chấp nhận bằng thpt nếu có kinh nghiệm liên quan như kinh doanh, bán hàng, tiếp thị,... yêu thích và đam mê công việc liên quan kinh doanh, bán hàng. có kỹ năng giao tiếp, đàm phán tốt. ưu tiên ứng viên đã có kinh nghiệm kinh doanh, bán hàng hoặc từng làm qua các công việc như: tiếp thị, nghiên cứu thị trường,… là một lợi thế. có tư duy ""khách hàng là trọng tâm"".","thu nhập trung bình: 8 - 20 triệu/ tháng tuỳ theo năng lực. chế độ thưởng đa dạng: lương tháng 13, thưởng tết, thưởng kinh doanh, du lịch,… đầy đủ các chế độ theo luật lao động hiện hành. được tham gia các khóa đào tạo nâng cao kiến thức, kỹ năng. chính sách phúc lợi theo quy định của công ty đa dạng: chăm sóc sức khỏe định kì hàng năm; gói bảo hiểm sức khoẻ cao cấp fpt care; các hoạt động tri ân, chăm lo đời sống tinh thần cbnv và thân nhân. cơ hội làm việc và thăng tiến ở các vị trí cấp cao, quản lý tại tập đoàn công nghệ hàng đầu việt nam với hơn 30.000 nhân viên. môi trường làm việc thân thiện, cởi mở. cơ sở vật chất và công cụ làm việc hiện đại, tiện nghi. văn hóa doanh nghiệp đặc sắc, sinh động bậc nhất với nhiều các hoạt động hấp dẫn: tân binh, 72 giờ trải nghiệm, teambuilding, thi trạng, hội làng, hội diễn sao chổi, sinh nhật fpt, ngày 08/03, ngày 11/11,… hưởng các gói ưu đãi cước khi sử dụng dịch vụ của fpt telecom."
giám sát kinh doanh hàng tiêu dùng - kênh gt (đại lý - tạp hóa - chợ) _ tại biên hòa đồng nai,"thiết lập và quản lý hướng làm việc cho đội ngũ sales bên dưới. - đàm phán, thương lượng hợp đồng mua bán hàng hóa kênh tạp hoá tại khu vực phụ trách. - xây dựng mối quan hệ tốt với cửa hàng tạp hoá , chợ... - có khả năng giải quyết các vấn đề phát sinh tại cửa hàng (với đội ngũ sales, hàng hóa) - quản lý skus, phát triển doanh số, phân tích đối thủ cạnh tranh. - phối hợp với bộ phận marketing về các chương trình khuyến mãi hàng tháng, quý và thống nhất với từng hệ thống. - quản lý các quy trình ( kế hoạch bán hàng, điều động sales, xử lý sự cố...) của kênh bán hàng gt. - quản lý hàng tồn tại npp, cập nhật thường xuyên những mặt hàng bán mạnh và chậm. - làm các loại báo cáo (báo cáo doanh số, báo tháng ngày tháng quý, báo cáo tình hình sales, v..v)","có ít 01 năm kinh nghiệm giám sát trong lĩnh vực hàng tiêu dùng. - có kinh nghiệm quản lý đội ngũ sales. - có mối quan hệ tốt với các cửa hàng tại khu vực phụ trách; - sử dụng vi tính văn phòng làm báo cáo tuần/tháng/quý. - năng động, nhiệt huyết, chăm chỉ. - khả năng giao tiếp tốt.",trong thời gian 2 tháng thử việc vẫn đảm bảo 100% lương và các chế độ bảo hiểm liên quan. - bảo hiểm theo quy định - phụ cấp - đồng phục - thưởng+ chăm sóc sức khỏe - đào tạo - tăng lương - công tác phí - chế độ nghỉ phép
chuyên viên tư vấn - chăm sóc khách hàng,"– tư vấn và chăm sóc khách hàng về sản phẩm của công ty trên data khách hàng có sẵn qua các kênh điện thoại, nhắn tin zalo, facebook, gửi email,… – gửi thông tin sản phẩm và báo giá qua zalo, facebook, email cho khách. – xác nhận thông tin để làm hợp đồng điện tử từ hệ thống và hoàn thành hồ sơ thanh toán. – tạo mối quan hệ, chăm sóc và duy trì mối quan hệ lâu dài với khách hàng. – quy trình công việc cụ thể sẽ được hướng dẫn chi tiết trong các buổi training.","– tốt nghiệp thpt - trung cấp - cao đẳng – đại học chuyên ngành quản trị kinh doanh, makerting,… – ưu tiên các ứng viên có kinh nghiệm trong lĩnh vực tư vấn, chăm sóc khách hàng – khả năng ăn nói lưu loát, nhanh nhẹn, chăm chỉ và có định hướng rõ ràng trong công việc – ứng viên chưa có kinh nghiệm sẽ được đào tạo.","– được đào tạo ban đầu và từng đợt trong suốt quá trình làm việc. – mức lương: cố định + doanh số từ 7tr – 15tr, tuỳ năng lực và sự đóng góp sẽ được xét tăng tiếp. – ký hợp đồng lao động và hưởng các quyền lợi theo đúng luật lao động (đóng bhxh, bhyt, bhtn…) – có cơ hội luân chuyển, thay đổi công việc cho phù hợp với năng lực, sở trường. – được hưởng các phúc lợi như nghỉ mát hàng năm, quà tặng các dịp lễ, tết, ngày sinh nhật… – phần thưởng giá trị cao hàng tháng, hàng quý cho cá nhân xuất sắc – có nhiều cơ hội thăng tiến và phát triển nghề nghiệp. – làm việc trực tuyến 100% tại văn phòng, không đi thị trường"
nhân viên vận hành nhà máy thủy điện,"vận hành thiết bị của dây chuyền sản xuất trong ca, kíp và phạm vi quản lý theo sự phân công của trưởng ca, gồm có: + phòng điều khiển trung tâm; trạm biến áp 110kv, hệ thống điện một chiều; + hệ thống các thiết bị nâng hạ, công trình cửa nhận nước và đập tràn; - vận hành hệ thống khối máy phát và các thiết bị liên quan khối máy quản lý, thiết bị phụ trợ nhà máy: khí nén, cứu hỏa, bơm tháo cạn, nước sinh hoạt, thống gió, điều hòa không khí, máy lọc dầu,… - thực hiện các công việc theo sự chỉ đạo của ban quản lý nhà máy.","giới tính: nam; - độ tuổi: 22 - 50 tuổi; sức khỏe tốt; - yêu cầu: + trình độ, chuyên môn: có bằng nghề điện từ bậc 3/7 trở lên các trường trung cấp, cao đẳng nghề chuyên ngành điện, cơ khí. ưu tiên ứng viên có kinh nghiệm vận hành nhà máy thủy điện. + phẩm chất: nhanh nhẹn, nhiệt tình, có trách nhiệm, có ý thức bảo quản thiết bị được giao; - công ty sẽ bố trí đào tạo kỹ năng nghề vận hành nhà máy thủy điện cho người lao động.","mức lương: 10,000,000 - 13,000,000 vnđ/tháng - công ty hỗ trợ chỗ ở và ăn trưa; - cung cấp đầy đủ trang thiết bị làm việc; - phụ cấp công tác, thưởng thâm niên, thưởng các ngày lễ tết, cuối năm; - chế độ tăng lương, du lịch, bhxh, bhyt, bhtn."
