primary_industry,count,ratio
Cơ khí - Ô tô - Tự động hóa / Điện - Điện tử - Điện lạnh / Vận hành - Bảo trì - Bảo dưỡng,4,7.3234588696241236e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Vận Tải - Lái xe - Giao nhận / Xây dựng,4,7.3234588696241236e-06
Lao động phổ thông / Thu mua - Kho Vận - Chuỗi cung ứng / Sản xuất - Lắp ráp - Chế biến,4,7.3234588696241236e-06
Cơ khí - Ô tô - Tự động hóa / Sản xuất - Lắp ráp - Chế biến / Khoa học - Kỹ thuật,4,7.3234588696241236e-06
Sản xuất - Lắp ráp - Chế biến / Thu mua - Kho Vận - Chuỗi cung ứng / Kế toán,4,7.3234588696241236e-06
Bán hàng - Kinh doanh / Kế toán / Hành chính - Thư ký,4,7.3234588696241236e-06
Lao động phổ thông / Thu mua - Kho Vận - Chuỗi cung ứng,4,7.3234588696241236e-06
Hành chính - Thư ký / Khách sạn - Nhà hàng - Du lịch / Chăm sóc khách hàng,4,7.3234588696241236e-06
Khoa học - Kỹ thuật / Điện - Điện tử - Điện lạnh / Xây dựng,4,7.3234588696241236e-06
An ninh - Bảo vệ / Khách sạn - Nhà hàng - Du lịch,4,7.3234588696241236e-06
Điện - Điện tử - Điện lạnh / Khoa học - Kỹ thuật / Lao động phổ thông,4,7.3234588696241236e-06
Chăm sóc khách hàng / Hành chính - Thư ký / Marketing,4,7.3234588696241236e-06
Hành chính - Thư ký / Bán hàng - Kinh doanh / Bán sỉ - Bán lẻ - Quản lý cửa hàng,4,7.3234588696241236e-06
Xuất Nhập Khẩu / Hành chính - Thư ký,4,7.3234588696241236e-06
Software Engineer,4,7.3234588696241236e-06
Khách sạn - Nhà hàng - Du lịch / Bán sỉ - Bán lẻ - Quản lý cửa hàng / Chăm sóc khách hàng,4,7.3234588696241236e-06
Bán hàng - Kinh doanh / Ngân hàng / Chăm sóc khách hàng,4,7.3234588696241236e-06
Kế toán / Kiểm toán / Bán sỉ - Bán lẻ - Quản lý cửa hàng,4,7.3234588696241236e-06
Sản xuất - Lắp ráp - Chế biến / Cơ khí - Ô tô - Tự động hóa / Lao động phổ thông,4,7.3234588696241236e-06
Bán hàng - Kinh doanh / Thực phẩm - Đồ uống,4,7.3234588696241236e-06
Bán hàng - Kinh doanh / Bán sỉ - Bán lẻ - Quản lý cửa hàng / Thu mua - Kho Vận - Chuỗi cung ứng,4,7.3234588696241236e-06
Xây dựng / Cơ khí - Ô tô - Tự động hóa / Khoa học - Kỹ thuật,4,7.3234588696241236e-06
Quản lý tiêu chuẩn và chất lượng / Thực phẩm - Đồ uống,4,7.3234588696241236e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Kế toán / Vận Tải - Lái xe - Giao nhận,4,7.3234588696241236e-06
Xây dựng / Kiến trúc - Thiết kế nội ngoại thất / Điện - Điện tử - Điện lạnh,4,7.3234588696241236e-06
Marketing / Thông tin - Truyền thông - Quảng cáo / Chăm sóc khách hàng,4,7.3234588696241236e-06
Thông tin - Truyền thông - Quảng cáo / Truyền hình - Báo chí - Biên tập / Marketing,4,7.3234588696241236e-06
Khách sạn - Nhà hàng - Du lịch / Chăm sóc khách hàng / Thực phẩm - Đồ uống,4,7.3234588696241236e-06
Bưu chính viễn thông / Điện - Điện tử - Điện lạnh,4,7.3234588696241236e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Kế toán / Bán hàng - Kinh doanh,4,7.3234588696241236e-06
Bán hàng - Kinh doanh / Chăm sóc khách hàng / Dược phẩm,4,7.3234588696241236e-06
Lao động phổ thông / Nghề nghiệp khác,4,7.3234588696241236e-06
Bán hàng - Kinh doanh / Chăm sóc khách hàng / Kiến trúc - Thiết kế nội ngoại thất,4,7.3234588696241236e-06
Chăm sóc khách hàng / Hành chính - Thư ký / Nhân sự,4,7.3234588696241236e-06
Dược phẩm / Hóa học - Hóa sinh,4,7.3234588696241236e-06
Sản xuất - Lắp ráp - Chế biến / Lao động phổ thông / Vận hành - Bảo trì - Bảo dưỡng,4,7.3234588696241236e-06
Khách sạn - Nhà hàng - Du lịch / Hành chính - Thư ký,4,7.3234588696241236e-06
IT Phần cứng - Mạng / Vận hành - Bảo trì - Bảo dưỡng / Điện - Điện tử - Điện lạnh,4,7.3234588696241236e-06
Marketing / Thiết kế - Sáng tạo nghệ thuật,4,7.3234588696241236e-06
Xây dựng / Khoa học - Kỹ thuật / Cơ khí - Ô tô - Tự động hóa,4,7.3234588696241236e-06
Chăm sóc khách hàng / Hành chính - Thư ký / Biên phiên dịch,4,7.3234588696241236e-06
Bán hàng - Kinh doanh / Nông - Lâm - Ngư nghiệp / Chăm sóc khách hàng,4,7.3234588696241236e-06
Kiến trúc - Thiết kế nội ngoại thất / Xây dựng / Cơ khí - Ô tô - Tự động hóa,4,7.3234588696241236e-06
Bán sỉ - Bán lẻ - Quản lý cửa hàng / Thực phẩm - Đồ uống,4,7.3234588696241236e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Xuất Nhập Khẩu / Biên phiên dịch,4,7.3234588696241236e-06
Software Products and Web Services,4,7.3234588696241236e-06
Y tế - Chăm sóc sức khỏe / Dược phẩm / Hóa học - Hóa sinh,4,7.3234588696241236e-06
IT Phần cứng - Mạng / Điện - Điện tử - Điện lạnh,4,7.3234588696241236e-06
Bán hàng - Kinh doanh / Điện - Điện tử - Điện lạnh / Bán sỉ - Bán lẻ - Quản lý cửa hàng,4,7.3234588696241236e-06
Hành chính - Thư ký / Phân tích - Thống kê dữ liệu / Thu mua - Kho Vận - Chuỗi cung ứng,4,7.3234588696241236e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Vận hành - Bảo trì - Bảo dưỡng,4,7.3234588696241236e-06
Hành chính - Thư ký / Bán hàng - Kinh doanh / Nhân sự,4,7.3234588696241236e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Xây dựng,4,7.3234588696241236e-06
Thiết kế - Sáng tạo nghệ thuật / Dệt may - Da giày - Thời trang,4,7.3234588696241236e-06
Sản xuất - Lắp ráp - Chế biến / Khoa học - Kỹ thuật / Cơ khí - Ô tô - Tự động hóa,4,7.3234588696241236e-06
Thiết kế - Sáng tạo nghệ thuật / Kiến trúc - Thiết kế nội ngoại thất / Thông tin - Truyền thông - Quảng cáo,4,7.3234588696241236e-06
An Ninh / Bảo Vệ,4,7.3234588696241236e-06
Chăm sóc khách hàng / Ngân hàng,4,7.3234588696241236e-06
Kiến trúc - Thiết kế nội ngoại thất / Bất động sản / Xây dựng,4,7.3234588696241236e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Xuất Nhập Khẩu / Vận Tải - Lái xe - Giao nhận,4,7.3234588696241236e-06
Bán sỉ - Bán lẻ - Quản lý cửa hàng / Bán hàng - Kinh doanh / Dược phẩm,4,7.3234588696241236e-06
Kế toán / Thực phẩm - Đồ uống,4,7.3234588696241236e-06
Giáo dục - Đào tạo / Chăm sóc khách hàng / Bán hàng - Kinh doanh,4,7.3234588696241236e-06
Kế toán / Luật - Pháp Lý - Tuân thủ,4,7.3234588696241236e-06
Hành chính - Thư ký / Nhân sự / Bất động sản,4,7.3234588696241236e-06
Vận Tải - Lái xe - Giao nhận / Chăm sóc khách hàng / Hành chính - Thư ký,4,7.3234588696241236e-06
Kinh doanh,4,7.3234588696241236e-06
Chăm sóc khách hàng / Giáo dục - Đào tạo,4,7.3234588696241236e-06
Hành chính - Thư ký / Khách sạn - Nhà hàng - Du lịch / Kế toán,4,7.3234588696241236e-06
Bán hàng - Kinh doanh / Khoa học - Kỹ thuật,4,7.3234588696241236e-06
Bán sỉ - Bán lẻ - Quản lý cửa hàng / Bán hàng - Kinh doanh / Cơ khí - Ô tô - Tự động hóa,4,7.3234588696241236e-06
Kế toán / Hành chính - Thư ký / Phân tích - Thống kê dữ liệu,4,7.3234588696241236e-06
Chăm sóc khách hàng / Giáo dục - Đào tạo / Bán hàng - Kinh doanh,4,7.3234588696241236e-06
Tài chính - Đầu tư - Chứng Khoán / Chăm sóc khách hàng / Bán hàng - Kinh doanh,4,7.3234588696241236e-06
Chăm sóc khách hàng / Khách sạn - Nhà hàng - Du lịch / Hành chính - Thư ký,4,7.3234588696241236e-06
Hành chính - Thư ký / Kế toán / Tài chính - Đầu tư - Chứng Khoán,4,7.3234588696241236e-06
Chăm sóc khách hàng / Bưu chính viễn thông,4,7.3234588696241236e-06
Bán hàng - Kinh doanh / Bất động sản / Tài chính - Đầu tư - Chứng Khoán,4,7.3234588696241236e-06
Tài chính - Đầu tư - Chứng Khoán / Chăm sóc khách hàng / Lao động phổ thông,4,7.3234588696241236e-06
IT Phần cứng - Mạng / Điện - Điện tử - Điện lạnh / Bưu chính viễn thông,4,7.3234588696241236e-06
Bán hàng - Kinh doanh / Bất động sản / Kiến trúc - Thiết kế nội ngoại thất,3,5.492594152218093e-06
Bán hàng - Kinh doanh / IT Phần mềm / Chăm sóc khách hàng,3,5.492594152218093e-06
Điện tử viễn thông,3,5.492594152218093e-06
Nghề nghiệp khác / Tài chính - Đầu tư - Chứng Khoán / Ngân hàng,3,5.492594152218093e-06
Tài chính - Đầu tư - Chứng Khoán / Kế toán,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Hành chính - Thư ký / Bán sỉ - Bán lẻ - Quản lý cửa hàng,3,5.492594152218093e-06
Hành chính - Thư ký / Nhân sự / Xây dựng,3,5.492594152218093e-06
Hành chính - Thư ký / Chăm sóc khách hàng / Ngân hàng,3,5.492594152218093e-06
Business Analyst,3,5.492594152218093e-06
Vận hành - Bảo trì - Bảo dưỡng / Điện - Điện tử - Điện lạnh / Xây dựng,3,5.492594152218093e-06
Hành chính - Thư ký / Thu mua - Kho Vận - Chuỗi cung ứng / Xuất Nhập Khẩu,3,5.492594152218093e-06
Marketing / Thông tin - Truyền thông - Quảng cáo / Y tế - Chăm sóc sức khỏe,3,5.492594152218093e-06
Ngân hàng / Tài chính - Đầu tư - Chứng Khoán / Bán hàng - Kinh doanh,3,5.492594152218093e-06
Hành chính - Thư ký / Chăm sóc khách hàng / Nhân sự,3,5.492594152218093e-06
Nông - Lâm - Ngư nghiệp / Chăn nuôi - Thú y,3,5.492594152218093e-06
Marketing / Dược phẩm / Thông tin - Truyền thông - Quảng cáo,3,5.492594152218093e-06
Điện - Điện tử - Điện lạnh / Xây dựng / Khoa học - Kỹ thuật,3,5.492594152218093e-06
Thực phẩm - Đồ uống / Công nghệ thực phẩm - Dinh dưỡng / Quản lý tiêu chuẩn và chất lượng,3,5.492594152218093e-06
Hành chính - Thư ký / Nhân sự / Bán hàng - Kinh doanh,3,5.492594152218093e-06
Vận Tải - Lái xe - Giao nhận / Lao động phổ thông / Thực phẩm - Đồ uống,3,5.492594152218093e-06
Cơ khí - Ô tô - Tự động hóa / Vận hành - Bảo trì - Bảo dưỡng / Lao động phổ thông,3,5.492594152218093e-06
Kế toán / Kiểm toán / Khách sạn - Nhà hàng - Du lịch,3,5.492594152218093e-06
Kế toán / Kiểm toán / Bất động sản,3,5.492594152218093e-06
Sản xuất - Lắp ráp - Chế biến / Điện - Điện tử - Điện lạnh / Cơ khí - Ô tô - Tự động hóa,3,5.492594152218093e-06
Điện - Điện tử - Điện lạnh / Cơ khí - Ô tô - Tự động hóa / Lao động phổ thông,3,5.492594152218093e-06
Xây dựng / An toàn lao động / Điện - Điện tử - Điện lạnh,3,5.492594152218093e-06
Bán sỉ - Bán lẻ - Quản lý cửa hàng / Khách sạn - Nhà hàng - Du lịch,3,5.492594152218093e-06
Giáo dục - Đào tạo / Thiết kế - Sáng tạo nghệ thuật,3,5.492594152218093e-06
Hành chính - Thư ký / Nhân sự / Khách sạn - Nhà hàng - Du lịch,3,5.492594152218093e-06
Nhân sự / Giáo dục - Đào tạo,3,5.492594152218093e-06
Kế toán / Kiểm toán / Giáo dục - Đào tạo,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Bán sỉ - Bán lẻ - Quản lý cửa hàng / Hành chính - Thư ký,3,5.492594152218093e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Sản xuất - Lắp ráp - Chế biến / Lao động phổ thông,3,5.492594152218093e-06
Y tế - Chăm sóc sức khỏe / Chăm sóc khách hàng / Bán hàng - Kinh doanh,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Khách sạn - Nhà hàng - Du lịch / Bán sỉ - Bán lẻ - Quản lý cửa hàng,3,5.492594152218093e-06
Hành chính - Thư ký / Chăm sóc khách hàng / Giáo dục - Đào tạo,3,5.492594152218093e-06
Quản lý dự án / Xây dựng / Khai thác năng lượng - Khoáng sản - Địa chất,3,5.492594152218093e-06
Vận hành - Bảo trì - Bảo dưỡng / Sản xuất - Lắp ráp - Chế biến / Khoa học - Kỹ thuật,3,5.492594152218093e-06
Môi trường - Xử lý chất thải / Xây dựng,3,5.492594152218093e-06
Khoa học - Kỹ thuật / Cơ khí - Ô tô - Tự động hóa / Lao động phổ thông,3,5.492594152218093e-06
Xây dựng / Quản lý tiêu chuẩn và chất lượng / Khoa học - Kỹ thuật,3,5.492594152218093e-06
Quản lý tiêu chuẩn và chất lượng / Dệt may - Da giày - Thời trang / Sản xuất - Lắp ráp - Chế biến,3,5.492594152218093e-06
Marketing / Thông tin - Truyền thông - Quảng cáo / Bán sỉ - Bán lẻ - Quản lý cửa hàng,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Kiến trúc - Thiết kế nội ngoại thất,3,5.492594152218093e-06
Nghề nghiệp khác / Lao động phổ thông / Bán hàng - Kinh doanh,3,5.492594152218093e-06
Xây dựng / Quản lý tiêu chuẩn và chất lượng,3,5.492594152218093e-06
Thiết kế đồ họa,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Dược phẩm / Chăm sóc khách hàng,3,5.492594152218093e-06
Chăm sóc khách hàng / Ngân hàng / Bán hàng - Kinh doanh,3,5.492594152218093e-06
Chăm sóc khách hàng / Hành chính - Thư ký / Thông tin - Truyền thông - Quảng cáo,3,5.492594152218093e-06
Quản lý tiêu chuẩn và chất lượng / Sản xuất - Lắp ráp - Chế biến / Khoa học - Kỹ thuật,3,5.492594152218093e-06
Xuất bản - In ấn,3,5.492594152218093e-06
Xây dựng / Quản lý tiêu chuẩn và chất lượng / Quản lý dự án,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Khách sạn - Nhà hàng - Du lịch / Chăm sóc khách hàng,3,5.492594152218093e-06
Hành chính - Thư ký / Bất động sản / Chăm sóc khách hàng,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Marketing / Giáo dục - Đào tạo,3,5.492594152218093e-06
Nghề nghiệp khác / Ngân hàng / Tài chính - Đầu tư - Chứng Khoán,3,5.492594152218093e-06
Nông - Lâm - Ngư nghiệp / Bán hàng - Kinh doanh / Chăm sóc khách hàng,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Chăm sóc khách hàng / Thu mua - Kho Vận - Chuỗi cung ứng,3,5.492594152218093e-06
Hành chính - Thư ký / Y tế - Chăm sóc sức khỏe,3,5.492594152218093e-06
An ninh - Bảo vệ / Vận Tải - Lái xe - Giao nhận / Lao động phổ thông,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Điện - Điện tử - Điện lạnh / Chăm sóc khách hàng,3,5.492594152218093e-06
Hành chính - Thư ký / Thu mua - Kho Vận - Chuỗi cung ứng,3,5.492594152218093e-06
Hành chính - Thư ký / Chăm sóc khách hàng / Bất động sản,3,5.492594152218093e-06
Kế toán / Phân tích - Thống kê dữ liệu / Tài chính - Đầu tư - Chứng Khoán,3,5.492594152218093e-06
Sản xuất - Lắp ráp - Chế biến / Thu mua - Kho Vận - Chuỗi cung ứng / Cơ khí - Ô tô - Tự động hóa,3,5.492594152218093e-06
Xuất Nhập Khẩu / Vận Tải - Lái xe - Giao nhận,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Tài chính - Đầu tư - Chứng Khoán,3,5.492594152218093e-06
Dệt may - Da giày - Thời trang / Thu mua - Kho Vận - Chuỗi cung ứng,3,5.492594152218093e-06
Quản lý tiêu chuẩn và chất lượng / Hóa học - Hóa sinh / Khoa học - Kỹ thuật,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Bán sỉ - Bán lẻ - Quản lý cửa hàng / Y tế - Chăm sóc sức khỏe,3,5.492594152218093e-06
Việc làm Tết,3,5.492594152218093e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Kế toán / Xuất Nhập Khẩu,3,5.492594152218093e-06
Vận hành - Bảo trì - Bảo dưỡng / Khoa học - Kỹ thuật,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Chăm sóc khách hàng / An ninh - Bảo vệ,3,5.492594152218093e-06
Quản lý tiêu chuẩn và chất lượng / Xây dựng,3,5.492594152218093e-06
Thực phẩm - Đồ uống / Khách sạn - Nhà hàng - Du lịch,3,5.492594152218093e-06
Kế toán / Bán sỉ - Bán lẻ - Quản lý cửa hàng / Kiểm toán,3,5.492594152218093e-06
Chăm sóc khách hàng / Lao động phổ thông / Bán hàng - Kinh doanh,3,5.492594152218093e-06
Quản lý tiêu chuẩn và chất lượng / Công nghệ thực phẩm - Dinh dưỡng / Thực phẩm - Đồ uống,3,5.492594152218093e-06
Nhân sự / Bất động sản / Hành chính - Thư ký,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Bán sỉ - Bán lẻ - Quản lý cửa hàng / Bất động sản,3,5.492594152218093e-06
IT Phần cứng - Mạng / Khoa học - Kỹ thuật,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Bảo hiểm,3,5.492594152218093e-06
Sản xuất - Lắp ráp - Chế biến / Quản lý tiêu chuẩn và chất lượng / Dệt may - Da giày - Thời trang,3,5.492594152218093e-06
Y tế - Chăm sóc sức khỏe / Lao động phổ thông / Nghề nghiệp khác,3,5.492594152218093e-06
Sản xuất - Lắp ráp - Chế biến / Lao động phổ thông / Thu mua - Kho Vận - Chuỗi cung ứng,3,5.492594152218093e-06
Khoa học - Kỹ thuật / Sản xuất - Lắp ráp - Chế biến / Cơ khí - Ô tô - Tự động hóa,3,5.492594152218093e-06
Chăm sóc khách hàng / Hành chính - Thư ký / Tài chính - Đầu tư - Chứng Khoán,3,5.492594152218093e-06
Hành chính - Thư ký / Chăm sóc khách hàng / Tài chính - Đầu tư - Chứng Khoán,3,5.492594152218093e-06
Ngân hàng / Bất động sản / Tài chính - Đầu tư - Chứng Khoán,3,5.492594152218093e-06
Hành chính - Thư ký / Kế toán / Thu mua - Kho Vận - Chuỗi cung ứng,3,5.492594152218093e-06
Sản xuất - Lắp ráp - Chế biến / Thực phẩm - Đồ uống / Lao động phổ thông,3,5.492594152218093e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Hành chính - Thư ký,3,5.492594152218093e-06
Khoa học - Kỹ thuật / Vận hành - Bảo trì - Bảo dưỡng / Sản xuất - Lắp ráp - Chế biến,3,5.492594152218093e-06
Báo chí / Biên tập viên / Xuất bản,3,5.492594152218093e-06
Kiến trúc - Thiết kế nội ngoại thất / Xây dựng / Bán hàng - Kinh doanh,3,5.492594152218093e-06
Sản xuất - Lắp ráp - Chế biến / Khoa học - Kỹ thuật / Quản lý tiêu chuẩn và chất lượng,3,5.492594152218093e-06
Xuất Nhập Khẩu / Thu mua - Kho Vận - Chuỗi cung ứng / Biên phiên dịch,3,5.492594152218093e-06
Hành chính - Thư ký / Marketing / Bán hàng - Kinh doanh,3,5.492594152218093e-06
Vận hành - Bảo trì - Bảo dưỡng / Khoa học - Kỹ thuật / Vận Tải - Lái xe - Giao nhận,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Thực tập sinh,3,5.492594152218093e-06
Dầu khí / Khoáng sản,3,5.492594152218093e-06
Môi trường - Xử lý chất thải / Khoa học - Kỹ thuật / Hóa học - Hóa sinh,3,5.492594152218093e-06
Marketing / Thiết kế - Sáng tạo nghệ thuật / Thông tin - Truyền thông - Quảng cáo,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Y tế - Chăm sóc sức khỏe,3,5.492594152218093e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Kế toán / Kiểm toán,3,5.492594152218093e-06
Kế toán / Kiểm toán / Biên phiên dịch,3,5.492594152218093e-06
Chăm sóc khách hàng / Bán hàng - Kinh doanh / Marketing,3,5.492594152218093e-06
Bán sỉ - Bán lẻ - Quản lý cửa hàng / Bán hàng - Kinh doanh / Bất động sản,3,5.492594152218093e-06
Điện - Điện tử - Điện lạnh / Xây dựng / Vận hành - Bảo trì - Bảo dưỡng,3,5.492594152218093e-06
Giáo dục - Đào tạo / Bán hàng - Kinh doanh / Chăm sóc khách hàng,3,5.492594152218093e-06
Vận hành - Bảo trì - Bảo dưỡng / Điện - Điện tử - Điện lạnh / Sản xuất - Lắp ráp - Chế biến,3,5.492594152218093e-06
Thiết kế - Sáng tạo nghệ thuật / Marketing / Thông tin - Truyền thông - Quảng cáo,3,5.492594152218093e-06
Vận hành - Bảo trì - Bảo dưỡng / Môi trường - Xử lý chất thải,3,5.492594152218093e-06
Hành chính - Thư ký / Nhân sự / Nghề nghiệp khác,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Dược phẩm / Thực phẩm - Đồ uống,3,5.492594152218093e-06
Marketing / Y tế - Chăm sóc sức khỏe,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Môi trường - Xử lý chất thải / Chăm sóc khách hàng,3,5.492594152218093e-06
Marketing / Giáo dục - Đào tạo,3,5.492594152218093e-06
Điện - Điện tử - Điện lạnh / IT Phần cứng - Mạng / Khoa học - Kỹ thuật,3,5.492594152218093e-06
Lao động phổ thông / Bán sỉ - Bán lẻ - Quản lý cửa hàng,3,5.492594152218093e-06
Kế toán / Phân tích - Thống kê dữ liệu / Hành chính - Thư ký,3,5.492594152218093e-06
Hành chính - Thư ký / Chăm sóc khách hàng / Bán sỉ - Bán lẻ - Quản lý cửa hàng,3,5.492594152218093e-06
IT Phần cứng - Mạng / IT Phần mềm / Bưu chính viễn thông,3,5.492594152218093e-06
Tiếp thị,3,5.492594152218093e-06
Xuất Nhập Khẩu / Kế toán / Kiểm toán,3,5.492594152218093e-06
An ninh - Bảo vệ / Luật - Pháp Lý - Tuân thủ / Chăm sóc khách hàng,3,5.492594152218093e-06
Quản lý tiêu chuẩn và chất lượng / Điện - Điện tử - Điện lạnh / Cơ khí - Ô tô - Tự động hóa,3,5.492594152218093e-06
Vận Tải - Lái xe - Giao nhận / Nghề nghiệp khác,3,5.492594152218093e-06
Khách sạn - Nhà hàng - Du lịch / Kế toán / Thực phẩm - Đồ uống,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Y tế - Chăm sóc sức khỏe / Bán sỉ - Bán lẻ - Quản lý cửa hàng,3,5.492594152218093e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Thực phẩm - Đồ uống,3,5.492594152218093e-06
Kế toán / Ngân hàng / Kiểm toán,3,5.492594152218093e-06
Xây dựng / Kế toán / Kiểm toán,3,5.492594152218093e-06
Kế toán / Nhân sự / Kiểm toán,3,5.492594152218093e-06
Chăm sóc khách hàng / Bán hàng - Kinh doanh / Tài chính - Đầu tư - Chứng Khoán,3,5.492594152218093e-06
Khoa học - Kỹ thuật / Xây dựng / Quản lý dự án,3,5.492594152218093e-06
Bưu chính viễn thông / Khoa học - Kỹ thuật,3,5.492594152218093e-06
Khoa học - Kỹ thuật / Vận hành - Bảo trì - Bảo dưỡng / IT Phần cứng - Mạng,3,5.492594152218093e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Xuất Nhập Khẩu / Chăm sóc khách hàng,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Hành chính - Thư ký / Nhân sự,3,5.492594152218093e-06
Khoa học - Kỹ thuật / Sản xuất - Lắp ráp - Chế biến,3,5.492594152218093e-06
Xây dựng / Điện - Điện tử - Điện lạnh / Quản lý tiêu chuẩn và chất lượng,3,5.492594152218093e-06
Hành chính - Thư ký / Bán hàng - Kinh doanh / Biên phiên dịch,3,5.492594152218093e-06
Môi trường - Xử lý chất thải / Khoa học - Kỹ thuật,3,5.492594152218093e-06
Xây dựng / Thiết kế - Sáng tạo nghệ thuật,3,5.492594152218093e-06
Vận hành - Bảo trì - Bảo dưỡng / Khoa học - Kỹ thuật / Sản xuất - Lắp ráp - Chế biến,3,5.492594152218093e-06
Vận hành - Bảo trì - Bảo dưỡng / Thu mua - Kho Vận - Chuỗi cung ứng / Vận Tải - Lái xe - Giao nhận,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Xuất Nhập Khẩu / Vận Tải - Lái xe - Giao nhận,3,5.492594152218093e-06
Xây dựng / Cơ khí - Ô tô - Tự động hóa / Quản lý dự án,3,5.492594152218093e-06
Xây dựng / Vận hành - Bảo trì - Bảo dưỡng,3,5.492594152218093e-06
Cơ khí - Ô tô - Tự động hóa / Khoa học - Kỹ thuật / Điện - Điện tử - Điện lạnh,3,5.492594152218093e-06
Hành chính - Thư ký / Giáo dục - Đào tạo / Biên phiên dịch,3,5.492594152218093e-06
Khách sạn - Nhà hàng - Du lịch / Chăm sóc khách hàng / Bán hàng - Kinh doanh,3,5.492594152218093e-06
Hành chính / Nhân sự / Trợ lý / Biên phiên dịch / Pháp lý,3,5.492594152218093e-06
Khách sạn - Nhà hàng - Du lịch / Lao động phổ thông / Bán sỉ - Bán lẻ - Quản lý cửa hàng,3,5.492594152218093e-06
Viễn Thông,3,5.492594152218093e-06
Nông - Lâm - Ngư nghiệp / Bán hàng - Kinh doanh / Hóa học - Hóa sinh,3,5.492594152218093e-06
Sản xuất - Lắp ráp - Chế biến / Dệt may - Da giày - Thời trang / Lao động phổ thông,3,5.492594152218093e-06
Chăm sóc khách hàng / Hành chính - Thư ký / Bán sỉ - Bán lẻ - Quản lý cửa hàng,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Hành chính - Thư ký,3,5.492594152218093e-06
An ninh - Bảo vệ / Lao động phổ thông / Chăm sóc khách hàng,3,5.492594152218093e-06
Chăm sóc khách hàng / Biên phiên dịch / Hành chính - Thư ký,3,5.492594152218093e-06
Kiến trúc - Thiết kế nội ngoại thất / Bán sỉ - Bán lẻ - Quản lý cửa hàng / Bán hàng - Kinh doanh,3,5.492594152218093e-06
Sản xuất - Lắp ráp - Chế biến / Cơ khí - Ô tô - Tự động hóa / Quản lý tiêu chuẩn và chất lượng,3,5.492594152218093e-06
Khách sạn - Nhà hàng - Du lịch / Nghề nghiệp khác,3,5.492594152218093e-06
Nhân sự / Hành chính - Thư ký / Xây dựng,3,5.492594152218093e-06
Kế toán / Kiểm toán / Thực tập sinh,3,5.492594152218093e-06
Hành chính - Thư ký / Luật - Pháp Lý - Tuân thủ,3,5.492594152218093e-06
Tài chính - Đầu tư - Chứng Khoán / Ngân hàng / Lao động phổ thông,3,5.492594152218093e-06
Thu mua - Kho Vận - Chuỗi cung ứng / Hành chính - Thư ký / Xuất Nhập Khẩu,3,5.492594152218093e-06
Điện - Điện tử - Điện lạnh / Bán hàng - Kinh doanh,3,5.492594152218093e-06
In ấn - Xuất bản,3,5.492594152218093e-06
Khách sạn - Nhà hàng - Du lịch / Kế toán,3,5.492594152218093e-06
Lao động phổ thông / Khách sạn - Nhà hàng - Du lịch / Nghề nghiệp khác,3,5.492594152218093e-06
Marketing / Thông tin - Truyền thông - Quảng cáo / Bán hàng - Kinh doanh,3,5.492594152218093e-06
Bán hàng - Kinh doanh / Khách sạn - Nhà hàng - Du lịch,3,5.492594152218093e-06
Dệt may - Da giày - Thời trang / Lao động phổ thông,3,5.492594152218093e-06
IT Phần mềm / Marketing / Thông tin - Truyền thông - Quảng cáo,3,5.492594152218093e-06
Hành chính - Thư ký / Chăm sóc khách hàng / Y tế - Chăm sóc sức khỏe,3,5.492594152218093e-06
